,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality,type,kfold
52,-0.153846153846154,0.3529411764705882,0.07142857142857148,-0.09523809523809526,0.03703703703703706,0.25,-0.189873417721519,-0.815053763440868,0.33333333333333265,-0.2941176470588235,0.9444444444444436,2.0,0.0,5
53,1.6153846153846154,2.294117647058824,-1.4285714285714286,-0.03174603174603177,1.7037037037037035,-0.75,-0.9367088607594937,0.858064516129011,0.4761904761904767,0.23529411764705904,-0.44444444444444464,0.0,-1.0,2
54,-0.07692307692307666,0.17647058823529427,-0.35714285714285704,-0.11111111111111115,-0.6296296296296297,-0.75,-0.189873417721519,-0.823655913978487,-0.714285714285714,-0.5294117647058826,0.4444444444444437,0.0,0.0,2
55,0.153846153846154,0.058823529411764754,-0.07142857142857148,0.8095238095238095,0.1111111111111112,0.4583333333333333,0.8860759493670886,0.3505376344085794,-0.28571428571428603,-0.11764705882352952,-0.666666666666667,0.0,0.0,5
56,4.538461538461539,0.3529411764705882,1.2857142857142856,0.4444444444444444,0.7037037037037037,-1.0,-1.0506329113924051,1.3999999999999904,-0.04761904761904661,0.8823529411764708,0.9444444444444436,1.0,-1.0,1
57,-0.307692307692308,0.20588235294117663,1.2857142857142856,0.746031746031746,0.07407407407407413,1.0,1.2531645569620253,0.23870967741934065,-0.23809523809523728,-0.6470588235294118,-0.5555555555555554,-1.0,0.0,3
58,0.6153846153846153,-0.05882352941176443,1.2857142857142856,-0.2698412698412698,-0.03703703703703706,-0.08333333333333333,0.3037974683544304,-0.27741935483871,-0.5714285714285721,0.4705882352941175,-0.05555555555555632,-1.0,0.0,1
59,1.0000000000000007,-0.5294117647058821,1.2857142857142856,-0.20634920634920637,-0.2592592592592592,0.20833333333333334,0.6455696202531646,-0.23440860215054307,-0.7619047619047628,-0.8235294117647061,-0.11111111111111166,-1.0,0.0,4
60,-0.46153846153846134,0.7647058823529411,3.071428571428571,1.5555555555555558,1.074074074074074,0.7916666666666666,1.1518987341772151,0.6258064516128906,-0.428571428571428,0.4117647058823527,-0.7222222222222223,0.0,0.0,1
61,0.23076923076923067,-0.4117647058823528,0.4285714285714285,1.9841269841269842,0.03703703703703706,1.7083333333333333,1.0759493670886076,0.8817204301075171,0.1904761904761907,1.5294117647058825,-0.5,-1.0,0.0,4
62,0.9230769230769227,4.1764705882352935,-1.5714285714285714,-0.11111111111111115,0.6666666666666666,-0.9166666666666666,-1.0253164556962024,0.4215053763440739,0.5238095238095233,0.23529411764705904,-0.7222222222222223,0.0,-1.0,3
63,0.07692307692307666,-0.6470588235294117,0.7857142857142856,-0.253968253968254,-0.07407407407407413,0.75,0.4936708860759494,-0.7075268817204268,-1.2380952380952372,-1.1764705882352944,0.11111111111111067,0.0,0.0,4
65,-0.23076923076923067,-0.29411764705882343,0.7142857142857141,-0.015873015873015886,-0.2962962962962963,0.7916666666666666,0.05063291139240506,-0.939784946236571,0.1904761904761907,-0.4705882352941178,0.9444444444444436,-1.0,0.0,4
66,1.153846153846154,1.1764705882352942,-1.4285714285714286,-0.11111111111111115,1.3703703703703705,-0.8333333333333334,-0.6455696202531646,0.4107526881720322,-0.1904761904761907,0.11764705882352952,-0.5,-1.0,-1.0,1
67,-0.6153846153846153,2.1764705882352944,1.214285714285714,-0.28571428571428575,-0.6666666666666665,0.0,-0.5443037974683544,-1.2236559139785013,0.5714285714285721,-0.7058823529411765,1.3888888888888884,2.0,0.0,4
68,-0.153846153846154,-0.7058823529411762,-0.9999999999999998,0.33333333333333326,0.07407407407407413,-0.125,-0.45569620253164556,-0.40645161290323456,-1.0,-0.7647058823529412,-0.2777777777777777,0.0,0.0,4
71,0.307692307692308,1.8235294117647058,-0.35714285714285704,-0.14285714285714285,1.3333333333333333,-0.5,-0.34177215189873417,0.27311827956988854,0.3809523809523814,0.2941176470588238,-0.2777777777777777,0.0,-1.0,5
72,1.5384615384615388,0.823529411764706,-0.07142857142857148,-0.2380952380952381,0.1111111111111112,-0.9166666666666666,0.7215189873417721,0.0451612903225657,-0.4761904761904767,-0.35294117647058826,-0.333333333333334,-2.0,0.0,3
73,-0.153846153846154,-0.7058823529411762,0.21428571428571447,-0.15873015873015872,-0.2592592592592592,0.375,-0.08860759493670886,-1.05161290322581,0.14285714285714407,-0.35294117647058826,1.4444444444444438,0.0,0.0,5
74,-0.07692307692307666,-0.29411764705882343,-0.5714285714285713,0.6507936507936507,-0.22222222222222213,-0.375,-0.26582278481012656,-0.5225806451612948,-0.5238095238095233,2.0,0.6111111111111107,0.0,0.0,4
75,-0.6923076923076926,-0.17647058823529393,-0.21428571428571405,-0.20634920634920637,-0.14814814814814825,-0.20833333333333334,-0.25316455696202533,-1.2279569892473228,-0.33333333333333265,-0.41176470588235303,1.2222222222222214,0.0,0.0,4
76,-1.5384615384615388,-0.11764705882352919,0.07142857142857148,0.2380952380952381,-0.5555555555555555,1.2083333333333333,0.759493670886076,-1.1462365591397865,1.1428571428571441,-1.1764705882352944,1.2777777777777768,1.0,0.0,3
77,-1.0,-0.17647058823529393,-0.07142857142857148,-0.19047619047619047,-0.2962962962962963,0.041666666666666664,-0.16455696202531644,-1.0623655913978516,1.285714285714286,0.05882352941176476,1.2222222222222214,1.0,0.0,1
78,-0.6923076923076926,0.29411764705882376,1.0714285714285714,0.2698412698412699,-0.6666666666666665,-0.3333333333333333,-0.3037974683544304,-0.8365591397849514,0.3809523809523814,0.6470588235294118,1.1111111111111107,0.0,0.0,5
79,0.3846153846153847,0.5294117647058825,-0.14285714285714296,0.3015873015873016,-0.9629629629629628,0.375,-0.06329113924050633,-0.9956989247311785,-0.6190476190476186,-0.1764705882352943,1.4999999999999991,1.0,0.0,5
82,-0.5384615384615387,4.294117647058823,-2.214285714285714,-0.15873015873015872,1.3333333333333333,-0.5,-1.1898734177215189,-0.11182795698926261,1.8095238095238093,0.23529411764705904,0.499999999999999,-2.0,-1.0,1
83,-0.3846153846153847,-0.5294117647058821,1.357142857142857,2.396825396825397,0.2592592592592592,0.875,1.3037974683544304,0.9720430107526724,-1.285714285714286,0.7647058823529412,-0.833333333333333,0.0,0.0,2
84,0.6153846153846153,3.1176470588235294,-0.14285714285714296,0.20634920634920634,1.3333333333333333,-0.3333333333333333,-0.6835443037974683,0.32903225806449593,-0.23809523809523728,0.11764705882352952,-0.5,-1.0,-1.0,1
85,0.3846153846153847,0.23529411764705901,0.5714285714285715,1.492063492063492,0.6666666666666666,0.0,0.012658227848101266,0.539784946236533,-0.23809523809523728,-0.7058823529411765,-0.5,-1.0,0.0,4
86,1.2307692307692306,0.23529411764705901,0.642857142857143,-0.06349206349206347,1.3333333333333333,-0.5416666666666666,-0.6329113924050633,0.630107526881712,0.428571428571428,-0.1764705882352943,-0.5,-1.0,-1.0,5
87,5.615384615384617,0.11764705882352951,3.071428571428571,-0.19047619047619047,1.0370370370370368,-0.9583333333333334,-1.3037974683544304,1.270967741935442,-1.6666666666666674,1.6470588235294121,-1.0555555555555554,0.0,-1.0,4
88,2.769230769230769,3.176470588235294,0.4285714285714285,-0.06349206349206347,1.444444444444444,-0.125,-0.6075949367088608,0.690322580645141,-0.23809523809523728,0.05882352941176476,-0.22222222222222232,-1.0,-1.0,1
89,-0.307692307692308,-0.4117647058823528,-0.5714285714285713,2.26984126984127,0.0,0.3333333333333333,0.0,0.8967741935483564,-0.6190476190476186,-0.2941176470588235,-0.833333333333333,0.0,0.0,1
90,0.7692307692307694,1.8235294117647058,-0.6428571428571428,-0.14285714285714285,1.222222222222222,-0.16666666666666666,-0.16455696202531644,0.2666666666666444,0.428571428571428,-0.11764705882352952,-0.22222222222222232,-1.0,-1.0,4
91,-0.07692307692307666,-0.47058823529411753,-0.5,-0.19047619047619047,-0.9629629629629628,-0.5,-0.4810126582278481,-1.0688172043010717,-0.28571428571428603,-0.2941176470588235,1.1111111111111107,1.0,0.0,1
93,-0.307692307692308,0.647058823529412,1.0714285714285714,0.507936507936508,0.3333333333333333,0.5416666666666666,1.5569620253164558,0.4107526881720322,1.3809523809523814,0.5294117647058822,-0.22222222222222232,-1.0,0.0,5
94,4.076923076923078,0.5882352941176472,2.2857142857142856,-0.11111111111111115,1.6296296296296293,-0.9583333333333334,-1.2658227848101267,1.1849462365591081,-0.23809523809523728,-0.11764705882352952,-0.44444444444444464,-1.0,-1.0,2
95,0.3846153846153847,-0.29411764705882343,1.2857142857142856,1.015873015873016,0.03703703703703706,0.875,0.3924050632911392,0.2817204301075076,-0.1904761904761907,0.4705882352941175,0.11111111111111067,1.0,0.0,3
96,-1.5384615384615388,2.6470588235294117,-2.214285714285714,-0.28571428571428575,-0.22222222222222213,-0.5416666666666666,-0.9113924050632911,-0.49677419354838986,3.8095238095238093,0.4705882352941175,1.2222222222222214,0.0,-1.0,4
97,0.307692307692308,-0.05882352941176443,-0.07142857142857148,0.36507936507936506,0.2592592592592592,0.625,0.5443037974683544,-0.16989247311829273,-0.428571428571428,-0.1764705882352943,0.0,0.0,0.0,1
98,-0.307692307692308,1.5882352941176474,-1.0714285714285714,0.015873015873015886,-0.07407407407407413,-0.041666666666666664,-0.3291139240506329,-0.19139784946237617,-0.428571428571428,-0.9411764705882356,-0.666666666666667,0.0,0.0,2
99,-1.0769230769230773,1.2352941176470589,-1.5714285714285714,-0.11111111111111115,0.07407407407407413,-0.5,-0.24050632911392406,-0.25591397849462655,2.0,0.7058823529411765,1.4999999999999991,-1.0,-1.0,2
100,0.0,2.1470588235294117,-1.0714285714285714,-0.14285714285714285,0.9999999999999998,-0.875,-1.1772151898734178,0.25161290322578117,0.7619047619047628,0.23529411764705904,-0.333333333333334,-1.0,-1.0,2
101,-0.07692307692307666,0.5294117647058825,-0.4285714285714285,1.0793650793650795,-0.2592592592592592,-0.041666666666666664,0.9240506329113924,0.47526881720428255,0.33333333333333265,0.588235294117647,-0.6111111111111116,-1.0,0.0,5
102,-0.07692307692307666,0.17647058823529427,-1.1428571428571428,0.8095238095238095,-0.03703703703703706,0.9166666666666666,0.7848101265822784,0.19569892473117376,-0.3809523809523814,-0.35294117647058826,-0.7777777777777777,-1.0,0.0,3
103,2.2307692307692313,4.205882352941176,1.0714285714285714,-0.253968253968254,-0.03703703703703706,0.20833333333333334,0.8481012658227848,0.36774193548386525,-0.9047619047619047,-0.11764705882352952,-0.05555555555555632,-2.0,0.0,4
105,-0.9230769230769234,-0.8235294117647057,0.0,0.4603174603174604,-0.40740740740740744,-0.9166666666666666,-0.569620253164557,-0.7247311827957127,-0.04761904761904661,-0.4705882352941178,0.8888888888888884,0.0,0.0,4
106,1.3846153846153852,-0.5294117647058821,0.857142857142857,1.9047619047619049,0.22222222222222213,1.2916666666666667,0.8354430379746836,1.270967741935442,0.33333333333333265,1.6470588235294121,-0.833333333333333,0.0,0.0,3
107,1.692307692307692,0.29411764705882376,-0.28571428571428553,-0.28571428571428575,-0.7777777777777778,-0.5,-0.569620253164557,-0.6000000000000095,-0.6190476190476186,-0.7058823529411765,0.2777777777777777,-1.0,0.0,2
108,-0.07692307692307666,-0.47058823529411753,1.2857142857142856,-0.253968253968254,-0.22222222222222213,-0.5833333333333334,0.5822784810126582,-0.47096774193548496,0.1904761904761907,0.7058823529411765,0.38888888888888834,-1.0,0.0,4
109,1.153846153846154,-0.5882352941176469,1.2857142857142856,0.07936507936507936,-0.1111111111111112,0.0,-0.012658227848101266,-0.23440860215054307,-0.33333333333333265,0.0,-0.11111111111111166,0.0,0.0,4
110,0.07692307692307666,0.8823529411764707,-0.28571428571428553,0.8571428571428572,0.3703703703703704,1.2916666666666667,0.5316455696202531,-0.49892473118281255,-0.23809523809523728,-0.8823529411764708,0.833333333333333,0.0,0.0,5
111,1.0000000000000007,0.411764705882353,1.8571428571428565,1.9047619047619049,0.18518518518518506,0.25,1.7468354430379747,1.120430107526858,-1.3333333333333326,0.7647058823529412,-0.9444444444444446,-1.0,0.0,2
112,1.6153846153846154,2.970588235294118,-2.214285714285714,-0.06349206349206347,1.8148148148148147,-0.75,-1.1645569620253164,0.9698924731182498,0.6666666666666674,1.8823529411764706,-0.5,0.0,-1.0,3
113,-0.307692307692308,-0.23529411764705868,0.0,1.492063492063492,0.44444444444444425,0.9583333333333334,0.7974683544303798,0.7548387096773913,1.428571428571428,-0.23529411764705904,-0.2777777777777777,0.0,0.0,3
116,0.6153846153846153,0.17647058823529427,0.14285714285714296,-0.09523809523809526,-0.3703703703703704,-0.4583333333333333,-0.21518987341772153,-0.7935483870967845,0.0,0.8235294117647061,0.7777777777777767,1.0,0.0,1
118,1.76923076923077,1.2352941176470589,0.35714285714285704,-0.19047619047619047,1.3703703703703705,-0.9583333333333334,-1.2784810126582278,0.462365591397842,0.28571428571428603,1.5294117647058825,0.2777777777777777,0.0,-1.0,1
119,2.1538461538461546,3.7647058823529416,1.0,0.8888888888888888,0.18518518518518506,0.20833333333333334,0.8734177215189873,0.9698924731182498,-0.428571428571428,0.4705882352941175,-0.05555555555555632,-2.0,0.0,2
120,0.153846153846154,0.4705882352941177,0.642857142857143,1.3650793650793651,-0.5555555555555555,0.20833333333333334,1.2151898734177216,0.30322580645159103,-0.5238095238095233,0.0,-0.2777777777777777,0.0,0.0,4
121,0.6923076923076926,-0.23529411764705868,-0.14285714285714296,0.36507936507936506,-0.5925925925925926,0.16666666666666666,-0.012658227848101266,-0.6645161290322599,-0.714285714285714,-1.1176470588235294,0.833333333333333,1.0,0.0,3
123,-0.7692307692307694,-0.17647058823529393,-0.9285714285714285,0.6349206349206349,0.2962962962962963,0.875,0.9620253164556962,0.219354838709656,0.0,-0.4705882352941178,-0.7222222222222223,-1.0,0.0,5
124,1.0000000000000007,-0.05882352941176443,1.0,0.7619047619047619,0.44444444444444425,0.125,0.26582278481012656,0.496774193548366,0.5714285714285721,1.5294117647058825,0.499999999999999,0.0,0.0,5
127,0.307692307692308,0.058823529411764754,0.07142857142857148,-0.20634920634920637,-0.6296296296296297,-0.25,0.12658227848101267,-0.42795698924731806,-0.1904761904761907,0.8823529411764708,0.333333333333333,-1.0,0.0,2
128,5.153846153846154,0.7352941176470588,2.642857142857143,-0.015873015873015886,1.4074074074074074,-0.5,-0.9493670886075949,1.3999999999999904,-0.714285714285714,1.7058823529411768,-0.166666666666667,0.0,-1.0,5
129,2.307692307692308,0.5294117647058825,0.5,-0.2222222222222222,4.518518518518518,-0.08333333333333333,-0.35443037974683544,0.9139784946236423,-0.28571428571428603,0.8235294117647061,-1.0,-1.0,-1.0,3
131,3.000000000000001,0.17647058823529427,1.5,-0.19047619047619047,3.148148148148148,-0.5,-0.9367088607594937,0.5268817204300924,0.33333333333333265,1.5294117647058825,0.666666666666666,0.0,-1.0,4
132,1.0000000000000007,-0.47058823529411753,1.2857142857142856,2.666666666666667,0.2592592592592592,0.875,1.4303797468354431,1.3569892473118235,-1.0476190476190466,0.1764705882352943,-0.6111111111111116,-1.0,0.0,4
133,0.846153846153846,-0.5294117647058821,0.642857142857143,-0.15873015873015872,-0.3703703703703704,-0.4166666666666667,-0.3924050632911392,-0.6000000000000095,-0.428571428571428,0.1764705882352943,0.499999999999999,0.0,0.0,5
134,0.0,-0.17647058823529393,1.0714285714285714,1.9920634920634923,-0.3703703703703704,1.3333333333333333,0.6708860759493671,0.7978494623655821,-1.285714285714286,-0.9411764705882356,-0.833333333333333,0.0,0.0,4
135,-0.3846153846153847,1.2352941176470589,-0.6428571428571428,0.17460317460317454,-0.40740740740740744,0.25,0.16455696202531644,-1.008602150537643,0.23809523809523728,0.23529411764705904,1.4999999999999991,1.0,0.0,5
136,-0.5384615384615387,-0.47058823529411753,0.0,-0.28571428571428575,-0.14814814814814825,0.041666666666666664,-0.012658227848101266,-0.7118279569892483,1.3333333333333348,1.0000000000000002,0.38888888888888834,0.0,0.0,3
137,1.5384615384615388,0.11764705882352951,1.214285714285714,0.5714285714285714,-0.14814814814814825,-0.75,-0.569620253164557,-0.23440860215054307,-1.4761904761904767,-0.7647058823529412,0.7222222222222213,-1.0,0.0,2
138,0.0,-0.35294117647058804,-0.21428571428571405,-0.047619047619047596,0.22222222222222213,-0.5416666666666666,-0.3291139240506329,-0.25161290322580504,-0.14285714285714196,0.2941176470588238,-0.5555555555555554,-1.0,0.0,3
139,0.5384615384615387,-0.17647058823529393,0.0,-0.2698412698412698,-0.14814814814814825,0.75,0.46835443037974683,-0.25591397849462655,1.0,-0.05882352941176476,-0.11111111111111166,0.0,0.0,5
140,-0.07692307692307666,0.0,0.642857142857143,2.611111111111111,-0.14814814814814825,0.2916666666666667,0.4810126582278481,1.0129032258064405,-1.3333333333333326,-0.23529411764705904,-0.7777777777777777,-1.0,0.0,3
141,-0.846153846153846,1.1176470588235294,-0.07142857142857148,-0.2380952380952381,-0.3703703703703704,-0.4166666666666667,-0.5063291139240507,-0.9290322580645294,1.2380952380952395,-0.5294117647058826,0.8888888888888884,1.0,0.0,5
144,0.0,-0.29411764705882343,-0.07142857142857148,0.19047619047619052,-0.2592592592592592,0.5,1.2025316455696202,-0.47096774193548496,0.33333333333333265,-0.11764705882352952,0.833333333333333,0.0,0.0,4
146,1.3846153846153852,0.23529411764705901,0.35714285714285704,-0.14285714285714285,-0.48148148148148134,-0.4166666666666667,0.08860759493670886,-0.6946236559139863,-1.1904761904761907,2.764705882352941,1.333333333333332,0.0,0.0,5
147,-1.0,-0.17647058823529393,-0.4285714285714285,1.1746031746031746,-0.9999999999999999,-0.9166666666666666,-0.7721518987341772,-0.19139784946237617,0.8571428571428581,-0.8235294117647061,0.16666666666666602,-1.0,0.0,3
148,-0.3846153846153847,-0.6470588235294117,0.7142857142857141,1.7777777777777777,-0.2962962962962963,0.75,0.13924050632911392,0.4064516129032107,0.33333333333333265,1.2352941176470587,0.0,1.0,0.0,5
149,0.7692307692307694,0.9411764705882354,-0.5714285714285713,-0.12698412698412695,1.7407407407407405,-0.5416666666666666,-1.1265822784810127,0.2817204301075076,0.0,-0.11764705882352952,-0.05555555555555632,0.0,-1.0,5
150,-0.7692307692307694,1.9117647058823528,-1.9285714285714286,-0.34920634920634924,-0.5555555555555555,-0.875,-0.8607594936708861,-0.974193548387095,-0.33333333333333265,-0.6470588235294118,0.38888888888888834,-2.0,0.0,4
151,2.307692307692308,1.7058823529411762,-0.6428571428571428,-0.17460317460317462,1.222222222222222,-0.8333333333333334,-1.0886075949367089,0.539784946236533,-0.3809523809523814,0.23529411764705904,-0.44444444444444464,-1.0,-1.0,3
152,-0.5384615384615387,0.5294117647058825,-0.9999999999999998,0.9206349206349208,1.222222222222222,0.875,1.1898734177215189,0.6752688172042778,1.2380952380952395,0.8823529411764708,-0.5,-2.0,0.0,2
154,-0.46153846153846134,-0.35294117647058804,-0.07142857142857148,0.6507936507936507,-0.3703703703703704,1.4166666666666667,1.4936708860759493,0.06666666666664915,-0.714285714285714,-1.0,-0.6111111111111116,0.0,0.0,1
155,-0.23076923076923067,-0.4117647058823528,0.5714285714285715,1.1428571428571428,-0.3333333333333333,1.2916666666666667,0.3924050632911392,0.5075268817204077,-0.1904761904761907,0.1764705882352943,-0.166666666666667,1.0,0.0,3
157,-0.5384615384615387,-0.29411764705882343,0.4285714285714285,-0.19047619047619047,-0.5925925925925926,-0.9583333333333334,-0.7215189873417721,-1.1161290322580601,0.428571428571428,-1.0,1.0555555555555542,-2.0,0.0,4
158,2.307692307692308,-0.17647058823529393,1.642857142857143,-0.17460317460317462,1.3333333333333333,0.5416666666666666,-0.5569620253164557,-0.08172043010753623,-1.0952380952380953,0.7058823529411765,0.833333333333333,2.0,-1.0,5
